Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.7960205078125,135480400
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.08828735351562,146322800
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.6627197265625,118387200
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.32097625732422,108872000
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.48435974121094,132079200
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.04521179199219,170108400
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.21487426757812,140644800
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.82178497314453,121532000
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.78445434570312,161954400
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.45967864990234,121923600
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.4049072265625,108829200
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.25078582763672,137816400
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.72728729248047,110843200
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.00115203857422,101832400
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.37197875976562,104472000
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.14898681640625,146537600
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.88042449951172,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,76.99870300292969,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.6104736328125,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.49658203125,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.01612854003906,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.81012725830078,173788400
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.27987670898438,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.91004180908203,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.82134246826172,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.74996185302734,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.1192398071289,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.6479263305664,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.49186706542969,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,78.92583465576172,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,78.94525146484375,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.4997329711914,152531200
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.62213134765625,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.81554412841797,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.05420684814453,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.44159698486328,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,69.98783874511719,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.09810638427734,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.45054626464844,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.41168212890625,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.59465026855469,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.28909301757812,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.54942321777344,219178400
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.16370391845703,187572800
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.21864318847656,226176800
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.66490936279297,286744800
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.32217407226562,285290000
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,66.9145736694336,255598800
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.30644607543945,418474000
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.53166198730469,370732000
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,58.84391403198242,322423600
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.43129348754883,324056000
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,59.92745590209961,300233600
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.468284606933594,271857200
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.692901611328125,401693200
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.50975799560547,336752800
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,59.97847366333008,287531200
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.6480598449707,303602000
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.78692626953125,252087200
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.187408447265625,204216800
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,61.905025482177734,167976400
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.77869415283203,197002000
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.528079986572266,176218400
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.504730224609375,165934000
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.64955139160156,129880000
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.7659912109375,201820400
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.02743911743164,202887200
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.64059448242188,168895200
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.1070556640625,161834800
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.38494873046875,131022800
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.73760986328125,194994800
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.10106658935547,131154400
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.650146484375,157125200
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.70507049560547,215250000
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.27900695800781,130015200
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.19937896728516,180991600
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.07736206054688,116862400
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,66.8173828125,124814400
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.74639129638672,126161200
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,68.79497528076172,117087600
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.67987060546875,112004800
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,69.90281677246094,137280800
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.3774642944336,183064000
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.22834777832031,240616800
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.22200012207031,133568000
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.29097747802734,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.03681182861328,142333600
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,73.79237365722656,115215200
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.54875183105469,133838400
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,76.737548828125,145946400
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,75.86055755615234,162301200
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,74.94461059570312,200622400
